證券代碼,股票簡稱,上市板,所屬行業,最近收盤股價,流通股份,市值(百萬),Q4sales,Q3sales,Q4NI,Q3NI,corr,corr1,predict112Sales,predict112NI,predict112EPS,Div,EPS,corr,predict112Div,預估年度殖利率(%),預估配發股利總金額(百萬),預估殖利率5%股價
1314.TW,中石化,上市,塑膠工業,10.85,3784849920,41065.621632,"[29624094.0, 17583092.0, 35163380.0, 25027795.0]","[24483765.0, 13018335.0, 26071642.0, 21143837.0]","[1738449.0, 680989.0, 3603208.0, 233114.0]","[1132232.0, 49937.0, 3382005.0, 843337.0]",0.9672712549058069,0.9227628190095367,24202074.75705888,-2056740.0087498839,-0.5434138875313407,"[0.3, 0.0, 0.4, 0.0]","[0.61, 0.21, 1.09, 0.06]",0.961815670169402,0.0,0.000%,0.0,0.0
1315.TW,達新,上市,塑膠工業,72.0,95527000,6877.944,"[2440599.0, 2233540.0, 2378900.0, 2669360.0]","[1877949.0, 1630595.0, 1763378.0, 2054077.0]","[696250.0, 5429260.0, 5361.0, 708174.0]","[751720.0, 5385257.0, -2898.0, 696391.0]",0.9904476341712594,0.9999130735950821,2292299.664312018,385708.96294920275,4.037695760876011,"[3.65, 8.0, 4.5, 6.0]","[3.65, 31.97, 0.04, 7.41]",0.9095312444515617,4.729541651203692,6.569%,451.7989253145351,94.59083302407383
1316.TW,上曜,上市,建材營造業,19.5,266696992,5200.591344,"[722740.0, 1236441.0, 1035758.0, 2331605.0]","[340533.0, 979213.0, 791786.0, 1955847.0]","[-154528.0, 32048.0, -85630.0, 140078.0]","[-129898.0, 7595.0, -57252.0, 159602.0]",0.9945485618992524,0.9825593123193676,961742.6741756338,-114900.30948762868,-0.4308271669131862,"[0.0, 0.0, 0.0, 0.7]","[-0.96, 0.2, -0.5, 0.7]",0.7613119334606355,0.06964861129561761,0.357%,18.575075129518442,1.3929722259123523
1319.TW,東陽,上市,汽車工業,103.5,591476992,61217.868672,"[21613680.0, 17322986.0, 18380295.0, 21282606.0]","[15769700.0, 12627254.0, 13444223.0, 15970078.0]","[1984424.0, 819609.0, 687538.0, 2151321.0]","[1481502.0, 631093.0, 503119.0, 1807726.0]",0.9936608358994462,0.9926258338420156,23250337.698990464,2737121.9388233987,4.62760509004448,"[1.8, 0.8, 0.85, 2.5]","[3.36, 1.39, 1.16, 3.64]",0.9594404099180224,2.8452324833953453,2.749%,1682.8895508193689,56.9046496679069
1321.TW,大洋,上市,塑膠工業,36.85,220684992,8132.241955200001,"[4656690.0, 4980018.0, 6490333.0, 6506136.0]","[3467955.0, 3586554.0, 4826637.0, 5187808.0]","[117087.0, 715152.0, 319368.0, -42657.0]","[124508.0, 576360.0, 334837.0, 74627.0]",0.9835315734040608,0.9906294376070629,4927845.483008145,165133.38912086084,0.7482764805359344,"[0.0, 1.0, 0.7, 0.0]","[0.53, 3.24, 1.45, -0.19]",0.9413008866904797,0.26144205987138824,0.709%,57.69633889118084,5.228841197427765
1323.TW,永裕,上市,塑膠工業,29.9,90884000,2717.4316,"[3639735.0, 3406532.0, 3797590.0, 3752381.0]","[2677469.0, 2493218.0, 2762566.0, 2853388.0]","[289074.0, 290567.0, 276295.0, 186544.0]","[214870.0, 217809.0, 205755.0, 126849.0]",0.938224181614591,0.9997978942063342,3443311.862669216,114691.28014908094,1.2619523804969075,"[1.6, 1.6, 1.6, 1.1]","[3.18, 3.2, 3.04, 2.05]",0.9915785641498157,0.75086263609623,2.511%,68.24139981896977,15.017252721924601
1324.TW,地球,上市,塑膠工業,14.5,75122000,1089.269,"[1136341.0, 1055758.0, 1076840.0, 983017.0]","[856523.0, 793922.0, 795503.0, 739070.0]","[3194.0, 16364.0, 635.0, 4803.0]","[-1786.0, 11786.0, -6626.0, -4625.0]",0.9876892141662088,0.972067082783988,935292.6741574038,33893.51373635302,0.45117959767249305,"[0.3, 0.3, 0.2, 0.2]","[0.04, 0.22, 0.01, 0.06]",0.583855829669852,1.5039319920912504,10.372%,112.97837910987892,30.078639841825005
1325.TW,恆大,上市,塑膠工業,31.7,85281000,2703.4077,"[772775.0, 4056858.0, 1191043.0, 553968.0]","[597407.0, 2992928.0, 1041889.0, 437525.0]","[36247.0, 1974979.0, 278378.0, 16580.0]","[28056.0, 1424165.0, 271113.0, 29579.0]",0.9983067582035084,0.9989277739796637,321151.2519801498,25395.293380130388,0.2977837194701093,"[0.3, 12.0, 2.0, 0.5]","[0.43, 23.16, 3.26, 0.19]",0.999683521699207,0.4264403432125714,1.345%,36.36725890951131,8.528806864251427
1326.TW,台化,上市,塑膠工業,47.05,5849019904,275196.3864832,"[315499063.0, 253294668.0, 365812098.0, 379896563.0]","[251172642.0, 180584409.0, 271155846.0, 293928768.0]","[29702242.0, 19544141.0, 38359347.0, 7359531.0]","[26994816.0, 9779725.0, 34794804.0, 14864265.0]",0.97990342123766,0.8445330550527641,323821014.4409025,10675132.153276,1.8251146907493925,"[3.8, 2.5, 4.8, 0.95]","[4.89, 3.34, 6.56, 1.26]",0.9982368243223723,1.4005520749719427,2.977%,8191.8569630993925,28.011041499438853
1336.TWO,台翰,上櫃,電子零組件業,22.7,78302400,1777.46448,"[2352721.0, 1906581.0, 2085430.0, 2669152.0]","[1750755.0, 1354688.0, 1497365.0, 1911873.0]","[73426.0, 192727.0, 77058.0, 157807.0]","[51676.0, 218764.0, 38352.0, 142514.0]",0.9911622751162891,0.9867464329969183,2430455.1388817094,102623.31561818009,1.3106024287656584,"[1.2, 1.5, 0.4, 0.41]","[0.87, 2.48, 1.0, 2.05]",0.2933422808035418,0.2621204857531317,1.155%,20.524663123636017,5.242409715062633
1337.TW,再生-KY,上市,塑膠工業,7.87,268955008,2116.67591296,"[1258400.0, 1008157.0, 1107098.0, 643603.0]","[920505.0, 646091.0, 864469.0, 468889.0]","[-642026.0, -1312802.0, -460921.0, -476892.0]","[-526136.0, -355351.0, -355864.0, -360018.0]",0.9574272336835776,-0.14864789538735362,781742.2327744904,-791153.8468072349,-2.941584366435128,"[0.0, 0.0, 0.0, 0.0]","[-2.39, -4.88, -1.71, -1.77]",,0.0,0.000%,0.0,0.0
1338.TW,廣華-KY,上市,汽車工業,32.0,83840000,2682.88,"[7427876.0, 6166478.0, 7314879.0, 7344840.0]","[5390516.0, 4109700.0, 5077961.0, 5681375.0]","[400534.0, 294505.0, 339066.0, 136329.0]","[269587.0, 106345.0, 223768.0, 163023.0]",0.9375874886803794,0.5897179923914149,6343309.77984711,-2672.958987512713,-0.03188166731289019,"[3.5, 3.5, 2.5, 2.0]","[4.78, 3.51, 4.04, 1.63]",0.7402223984988645,0.0,0.000%,0.0,0.0
1339.TW,昭輝,上市,汽車工業,64.6,74124000,4788.4104,"[2654787.0, 2120901.0, 1918100.0, 2020758.0]","[1931099.0, 1529939.0, 1443711.0, 1518686.0]","[376363.0, 117679.0, 135753.0, 408560.0]","[352019.0, 88199.0, 77836.0, 423611.0]",0.9933702334977569,0.9943142561708356,2029662.4526512274,346747.25316574064,4.677934989554538,"[2.0, 2.0, 2.0, 3.0]","[5.08, 1.59, 1.83, 5.51]",0.6435714394135899,2.546970049693166,3.943%,188.79160796345624,50.939400993863316
1340.TW,勝悅-KY,上市,塑膠工業,11.8,152923008,1804.4914944000002,"[1157023.0, 656406.0, 650629.0, 499230.0]","[878889.0, 474505.0, 463150.0, 360023.0]","[-438324.0, -389742.0, -512492.0, -429878.0]","[-214097.0, -272074.0, -319766.0, -317972.0]",0.9994643437289714,0.39231754947013564,590964.3112821282,-444918.75338987063,-2.909429779133501,"[0.0, 0.0, 0.0, 0.0]","[-2.87, -2.55, -3.35, -2.81]",,0.0,0.000%,0.0,0.0
1341.TW,富林-KY,上市,塑膠工業,66.2,51941000,3438.4942,"[3021131.0, 2664416.0, 2765512.0, 3045728.0]","[2223345.0, 1866011.0, 1992158.0, 2317011.0]","[281172.0, 310881.0, 297676.0, 300199.0]","[206960.0, 198080.0, 222501.0, 228965.0]",0.9906404225788513,-0.1078399713175545,2675547.587645713,300901.6646938445,5.793143464581823,"[5.0, 6.0, 6.0, 6.1185224]","[5.69, 6.29, 5.99, 5.95]",0.7432039386838123,5.9572231998983725,8.999%,309.4241302259214,119.14446399796745
1342.TW,八貫,上市,其他業,115.5,71344800,8240.3244,"[1531351.0, 2068395.0, 2589138.0]","[1155586.0, 1420531.0, 1880635.0]","[196227.0, 266220.0, 499514.0]","[163503.0, 184085.0, 359099.0]",0.9867339718294712,0.9920338417480672,2664351.1700764466,560171.906150717,7.851615060252703,"[2.5, 2.5, 3.0, 5.368536]","[3.08, 3.15, 3.92, 7.34]",0.9997585922650923,5.7097997071543904,4.944%,407.3645181469886,114.1959941430878
1402.TW,遠東新,上市,紡織纖維,36.95,5352099840,197760.089088,"[250146590.0, 206769281.0, 238806217.0, 263944525.0]","[190352443.0, 150733855.0, 173187511.0, 199875811.0]","[10732669.0, 8062699.0, 9684584.0, 8160292.0]","[8466253.0, 6660827.0, 8488465.0, 8130963.0]",0.9895962181862071,0.697383213456689,252999298.5128049,6861564.6951869195,1.2820322677663127,"[1.5, 1.35, 1.5, 1.35]","[2.15, 1.62, 1.94, 1.63]",0.9426902924107902,1.2494989061424568,3.382%,6687.4428956452175,24.989978122849134
1409.TW,新纖,上市,紡織纖維,17.6,1613730048,28401.648844800002,"[37989046.0, 32128967.0, 44155384.0, 45967673.0]","[29887732.0, 22650651.0, 32508373.0, 36768511.0]","[1792579.0, 2884329.0, 3888416.0, 2823787.0]","[1582087.0, 2220441.0, 3006348.0, 2802191.0]",0.9722856329273888,0.8985178677308414,39313408.55148594,763271.9821863999,0.47298616217276995,"[0.55, 1.1, 1.4, 1.0]","[1.11, 1.79, 2.41, 1.75]",0.9899894425211692,0.16442022289446812,0.934%,265.32985418366076,3.2884044578893623
1410.TW,南染,上市,紡織纖維,37.35,63000000,2353.05,"[398105.0, 416256.0, 477354.0, 395971.0]","[298503.0, 303010.0, 361002.0, 292471.0]","[65066.0, 59956.0, 81170.0, 56582.0]","[53846.0, 42442.0, 60834.0, 39343.0]",0.9903148046819846,0.9361014086633894,246810.52026016463,36317.05873884965,0.5764612498230103,"[1.0, 0.9, 1.3, 0.8]","[0.94, 0.95, 1.29, 0.9]",0.9532691695074738,0.49618316409915963,1.328%,31.259539338247055,9.923663281983192
1413.TW,宏洲,上市,紡織纖維,10.45,132112000,1380.5704,"[2947365.0, 1558963.0, 2965326.0, 3145933.0]","[2390986.0, 1067807.0, 2131349.0, 2501058.0]","[68560.0, -162038.0, 106311.0, 99041.0]","[82524.0, -139083.0, 61420.0, 105444.0]",0.9837293635249794,0.9758031420609206,2022020.6888554874,-123536.15800266106,-0.9350865780751262,"[0.0, 0.0, 0.0, 0.0]","[0.52, -1.23, 0.8, 0.75]",,0.0,0.000%,0.0,0.0
1414.TW,東和,上市,紡織纖維,24.2,220000000,5324.0,"[790778.0, 702471.0, 809714.0, 688943.0]","[618108.0, 489575.0, 598416.0, 547922.0]","[36405.0, 58588.0, 142503.0, 104362.0]","[-12939.0, 46399.0, 109131.0, 112023.0]",0.8331461749171258,0.9156856348433011,622479.5902836346,55619.799456854635,0.25281727025843015,"[0.2, 0.246, 0.538, 0.32]","[0.17, 0.27, 0.65, 0.47]",0.9587169301045243,0.23378272056261137,0.966%,51.4321985237745,4.675654411252228
1416.TW,廣豐,上市,其他業,12.45,185342000,2307.5079,"[258885.0, 20370.0, 236931.0, 249391.0]","[203799.0, 161477.0, 161816.0, 197076.0]","[-133726.0, -343732.0, 81863.0, 94462.0]","[-39651.0, -190205.0, 89847.0, 102756.0]",0.6376199282140732,0.999088691988039,292268.46711213596,118049.86958891407,0.6369299435039768,"[0.0, 0.5, 0.5, 0.5]","[-0.72, -1.85, 0.44, 0.51]",0.1881183797756496,0.624441121169752,5.016%,115.73516627984418,12.48882242339504
1417.TW,嘉裕,上市,紡織纖維,11.6,189942000,2203.3272,"[1405652.0, 1035869.0, 1322446.0, 1511442.0]","[1013892.0, 747481.0, 867060.0, 1103972.0]","[317339.0, -266431.0, 89005.0, 106351.0]","[-57318.0, -321614.0, 158115.0, 60376.0]",0.956361322110769,0.650147873725871,1489637.703595646,103338.95484200855,0.5440553160544195,"[0.5, 0.3, 0.35, 0.37]","[1.18, -1.86, 0.51, 0.56]",0.7863752345772247,0.4023374011380913,3.468%,76.42077064697135,8.046748022761825
1418.TW,東華,上市,紡織纖維,41.45,54311000,2251.19095,"[211540.0, 100142.0, 39297.0, 20754.0]","[180294.0, 71665.0, 35462.0, 11660.0]","[-214073.0, -228213.0, -168553.0, 21817.0]","[-155921.0, -186900.0, -227210.0, -81262.0]",0.9956001639081694,0.7782398784031385,26552.388336484553,-18082.925903183466,-0.3329514445173808,"[0.0, 0.0, 0.0, 0.0]","[-3.94, -4.2, -3.1, 0.4]",,0.0,0.000%,0.0,0.0
1419.TW,新紡,上市,紡織纖維,47.5,299236992,14213.75712,"[2083581.0, 2149213.0, 2748914.0, 3349289.0]","[1377251.0, 1467172.0, 1832293.0, 2395315.0]","[387431.0, 365025.0, 450887.0, 2070986.0]","[338952.0, 277859.0, 399649.0, 1971919.0]",0.9949053058747748,0.9997538621987493,3297272.6272150897,615333.2392805889,2.0563408125710234,"[1.0, 1.0, 1.0, 1.5]","[1.29, 1.22, 1.51, 6.92]",0.9990208086454491,1.0643072792365562,2.241%,318.4801088024511,21.286145584731123
1423.TW,利華,上市,紡織纖維,44.75,99648000,4459.248,"[455091.0, 202723.0, 190145.0, 175942.0]","[394423.0, 163957.0, 137416.0, 136226.0]","[-36183.0, 354023.0, 153942.0, 73350.0]","[-28601.0, -114630.0, 137133.0, 59805.0]",0.9986764747940933,-0.3967851473633986,131693.8270082184,95647.22738919227,0.9598509492332237,"[0.12, 1.8, 0.75, 0.2]","[-0.26, 2.56, 1.11, 0.53]",0.97222595722857,0.7016042365624661,1.568%,69.91345896497663,14.03208473124932
1432.TW,大魯閣,上市,運動休閒,18.15,108000000,1960.1999999999998,"[1170450.0, 1154819.0, 778055.0, 1106827.0]","[909787.0, 896070.0, 519502.0, 815286.0]","[-510853.0, 63.0, -151273.0, -31160.0]","[-167763.0, 624.0, -131610.0, -27483.0]",0.9962677377389128,0.8785031371278376,1285293.6309135999,206806.95355554353,1.914879199588366,"[4.0, 0.0, 0.0, 0.0]","[-3.04, 0.0, -2.05, -0.35]",-0.7810870302768882,0.0,0.000%,0.0,0.0
1434.TW,福懋,上市,紡織纖維,22.5,1682470016,37855.57536,"[36762189.0, 28783492.0, 32799007.0, 34722655.0]","[35430392.0, 21627329.0, 24348138.0, 26945284.0]","[5188729.0, 2095548.0, 2143167.0, 3404981.0]","[3255474.0, 1788942.0, 1786051.0, 3177834.0]",0.8987695759379549,0.8838184484585513,30676578.96129777,246676.53025432792,0.1466157066149629,"[2.5, 1.0, 1.0, 1.5]","[3.08, 1.25, 1.27, 2.02]",0.9959864352646782,0.062391889869832254,0.277%,104.97248394756691,1.247837797396645
1435.TW,中福,上市,其他業,46.55,139780000,6506.759,"[21230.0, 15053.0, 14048.0, 13097.0]","[16039.0, 11342.0, 10679.0, 10291.0]","[20673.0, -21435.0, 6801.0, -300079.0]","[11205.0, -19627.0, -52069.0, 59030.0]",0.9981096215677412,-0.8124597582952896,8345.177513249919,13638.946797124809,0.09757437971902139,"[0.0, 0.0, 0.0, 0.0]","[0.16, -0.17, 0.05, -2.15]",,0.0,0.000%,0.0,0.0
1436.TW,華友聯,上市,建材營造業,200.5,101784000,20407.692,"[2074771.0, 1631881.0, 2579156.0, 3939725.0]","[724660.0, 1517194.0, 2423435.0, 3243015.0]","[234652.0, 179648.0, 486380.0, 630641.0]","[27776.0, 232421.0, 515467.0, 537422.0]",0.8509188802960699,0.8704060220470416,1248119.2845475858,113761.17908436357,1.1176725132080048,"[2.5, 2.0, 4.162, 5.15629982]","[2.45, 1.88, 5.08, 6.54]",0.999392172666167,1.5465949535979167,0.771%,157.41862075701033,30.93189907195833
1437.TW,勤益控,上市,其他業,38.15,203371008,7758.6039552,"[581292.0, 605384.0, 698041.0, 801868.0]","[450615.0, 426140.0, 500445.0, 605760.0]","[881407.0, 357933.0, 458316.0, 407483.0]","[822536.0, 236578.0, 337275.0, 292696.0]",0.9657043564579814,0.999763843570566,891863.3743725298,556853.2189259477,2.7381150558389704,"[1.1, 0.7, 0.9, 0.8]","[4.33, 1.76, 2.25, 2.0]",0.9466253464231164,0.8959704001023447,2.349%,182.21440340697714,17.919408002046893
1438.TW,三地開發,上市,建材營造業,63.0,91206000,5745.978,"[11.0, 98432.0, 12297.0, 595265.0]","[10.0, 98429.0, 496.0, 455715.0]","[-10519.0, 45919.0, 30092.0, 373549.0]","[-9254.0, 49540.0, 8966.0, 378540.0]",0.9979998158499843,0.9980920539896639,386458.4540892213,-30454.289726272793,-0.33390664787703433,"[0.0, 0.0, 0.0, 1.0]","[-0.1, 0.45, 0.57, 5.17]",0.9928816679667832,0.0,0.000%,0.0,0.0
1439.TW,雋揚,上市,建材營造業,28.8,92000000,2649.6,"[173008.0, 113119.0, 78799.0, 570153.0]","[138479.0, 89535.0, 60303.0, 455448.0]","[961983.0, -243523.0, 128274.0, 92205.0]","[917349.0, -4400.0, 73053.0, 105921.0]",0.9999818064709755,0.9722169285781791,185765.34067678315,65660.64512314252,0.7137026643819839,"[5.0, 0.0, 0.2, 0.3]","[10.46, -2.65, 1.39, 1.14]",0.9578333342613293,0.5957198095508213,2.068%,54.80622247867556,11.914396191016424
1440.TW,南紡,上市,紡織纖維,17.4,1656819968,28828.667443199996,"[22947425.0, 17628221.0, 20193510.0, 21968232.0]","[17314516.0, 12598172.0, 15021824.0, 16497242.0]","[91486.0, 936329.0, 2926072.0, 1157904.0]","[59994.0, 256346.0, 2581093.0, 1472932.0]",0.999423474666506,0.9351792371881582,20300629.004220016,-349185.6198718352,-0.21075652552241284,"[0.2, 0.35, 0.8, 0.35]","[0.06, 0.57, 1.77, 0.7]",0.9909888759372288,0.07178489788563559,0.413%,118.93465221776204,1.4356979577127118
1441.TW,大東,上市,紡織纖維,18.35,69382000,1273.1597,"[1466872.0, 1509851.0, 1546490.0, 1588312.0]","[1097655.0, 1138556.0, 1111505.0, 1229757.0]","[-308231.0, -247549.0, -76055.0, -262231.0]","[-235084.0, -220487.0, -33602.0, -129764.0]",0.8129982483178649,0.8892743869544067,1337813.5130761638,-288634.7150351385,-4.160080641018398,"[0.0, 0.0, 0.0, 0.0]","[-3.06, -2.46, -0.75, -2.52]",,0.0,0.000%,0.0,0.0
1442.TW,名軒,上市,建材營造業,65.8,366212000,24096.7496,"[695811.0, 2231333.0, 3450135.0, 2003352.0]","[455303.0, 1826030.0, 3205239.0, 594319.0]","[100443.0, 76808.0, 515152.0, 644460.0]","[108160.0, 49815.0, 519996.0, 160029.0]",0.8990919477037669,0.5758777379832377,1693773.7725143556,374556.8949912902,1.0227870604766915,"[1.0, 0.5, 1.2, 1.6]","[0.33, 0.25, 1.41, 1.76]",0.8913205389712203,1.1206315586495113,1.703%,410.3887243561548,22.412631172990224
1443.TW,立益物流,上市,其他業,31.5,135343008,4263.304752,"[703856.0, 569401.0, 866817.0, 847500.0]","[506989.0, 408678.0, 547515.0, 645520.0]","[2194.0, -38981.0, 222187.0, 225446.0]","[-6101.0, -46515.0, 47110.0, 211653.0]",0.8868925691492872,0.8097649632288135,801134.2031905374,221878.93822239654,1.6393823478668106,"[0.0, 0.0, 0.0, 0.0]","[0.02, -0.29, 1.65, 1.67]",,0.0,0.000%,0.0,0.0
1444.TW,力麗,上市,紡織纖維,10.0,984390016,9843.90016,"[12008135.0, 8373609.0, 10878183.0, 12237226.0]","[9294450.0, 6062417.0, 7868803.0, 9911006.0]","[52588.0, -357444.0, 648800.0, 489757.0]","[359845.0, -406778.0, 194888.0, 784619.0]",0.9819463720023791,0.7153211160282195,9116507.621819962,62411.68172669097,0.06340137619466771,"[0.0, 0.0, 0.3, 0.0]","[0.06, -0.38, 0.68, 0.51]",0.6470232386468537,0.0,0.000%,0.0,0.0
1445.TW,大宇,上市,紡織纖維,18.25,130666000,2384.6545,"[1370531.0, 917470.0, 1254148.0, 1511208.0]","[1019251.0, 687107.0, 884068.0, 1088273.0]","[-40278.0, -57906.0, -25193.0, 10988.0]","[-27975.0, -46124.0, -22888.0, -4721.0]",0.9916676889735664,0.9789149175313848,1450948.4497063258,82320.96308829801,0.6300105849134282,"[0.2, 0.2, 0.0, 0.1]","[-0.3, -0.44, -0.19, 0.08]",-0.533596837944664,0.7875132311417853,4.315%,102.90120386037252,15.750264622835704
1446.TW,宏和,上市,紡織纖維,51.1,137710000,7036.981,"[550215.0, 490557.0, 193226.0, 155705.0]","[343691.0, 392176.0, 152742.0, 110148.0]","[290.0, -7438.0, -17164.0, -37806.0]","[-28972.0, -17991.0, -14538.0, -14163.0]",0.964164507179484,-0.773348811208583,135884.80277706814,-2805.7181781412582,-0.020374106296864848,"[0.3, 0.3, 0.3, 0.2]","[0.0, -0.05, -0.12, -0.27]",0.9080069661426653,0.30963802655193623,0.606%,42.64025263646714,6.192760531038724
1447.TW,力鵬,上市,紡織纖維,10.95,843041984,9231.3097248,"[14579347.0, 13559461.0, 24252436.0, 28501393.0]","[11296553.0, 8505252.0, 17596336.0, 21383716.0]","[-249366.0, -412009.0, 269155.0, -37008.0]","[142704.0, -450992.0, 273561.0, 249861.0]",0.9898461739077439,0.7890415424033409,29935016.82560424,-256219.34703207703,-0.3039224046901999,"[0.0, 0.0, 0.0, 0.0]","[-0.29, -0.48, 0.31, -0.04]",,0.0,0.000%,0.0,0.0
1449.TW,佳和,上市,紡織纖維,19.1,88556400,1691.4272400000002,"[2496050.0, 1929151.0, 2785873.0, 2484187.0]","[1851479.0, 1353006.0, 2148122.0, 1971159.0]","[-83440.0, -111842.0, 75289.0, 85455.0]","[414.0, -180321.0, 54539.0, 104738.0]",0.9856991795086273,0.8552091767382477,2634504.9864723384,39751.291569802575,0.44888106980187287,"[0.0, 0.0, 0.0, 0.0]","[-0.7, -1.46, 0.83, 1.09]",,0.0,0.000%,0.0,0.0
1451.TW,年興,上市,紡織纖維,20.1,206210000,4144.821000000001,"[8567512.0, 7019373.0, 8012461.0, 8695169.0]","[6508944.0, 5029292.0, 5919311.0, 6853705.0]","[-69702.0, -423066.0, 242691.0, 426456.0]","[-17106.0, -426595.0, 166669.0, 466663.0]",0.9908439930859572,0.9878798203198,6945724.430487225,-243581.48170408452,-1.1812302104848675,"[0.0, 0.6, 1.0, 2.0]","[-0.35, -2.14, 1.23, 2.15]",0.7253726833732639,0.0,0.000%,0.0,0.0
1452.TW,宏益,上市,紡織纖維,16.95,132641000,2248.26495,"[1918138.0, 1271905.0, 2097672.0, 1818424.0]","[1460273.0, 826847.0, 1505093.0, 1428858.0]","[176038.0, 97497.0, 351579.0, 128244.0]","[138013.0, 33321.0, 291734.0, 137772.0]",0.9729020821771541,0.9548847743174448,1268411.630859904,63905.03048982141,0.48178942023824767,"[1.2, 0.7, 2.0, 0.8]","[1.33, 0.74, 2.65, 0.97]",0.9941006157948797,0.5276327490791486,3.113%,69.98573547060735,10.552654981582972
1453.TW,大將,上市,建材營造業,25.0,106743000,2668.575,"[44760.0, 219411.0, 44286.0, 248555.0]","[613.0, 219130.0, 16286.0, 248384.0]","[-45760.0, 14950.0, 106039.0, -12303.0]","[-1373.0, 17367.0, 2145.0, -11401.0]",0.9985741304172582,0.25071254857360564,37944.46515326375,19316.17152459548,0.18095960882301865,"[0.0, 0.0, 0.0, 0.0]","[-0.46, 0.15, 1.05, -0.12]",,0.0,0.000%,0.0,0.0
1454.TW,台富,上市,紡織纖維,19.95,122120000,2436.294,"[1904529.0, 1204928.0, 1574819.0, 1796280.0]","[1453955.0, 877527.0, 1180132.0, 1405697.0]","[34898.0, -38296.0, 5133.0, 32190.0]","[36212.0, -42759.0, 7290.0, 45083.0]",0.9973059305748448,0.9922878328835487,1549750.295727868,17900.167671486488,0.14657851024800597,"[0.25, 0.2, 0.5, 0.25]","[0.28, -0.31, 0.04, 0.26]",0.10775829309791038,0.1409408753061189,0.706%,17.21169969238324,2.818817506122378
1455.TW,集盛,上市,紡織纖維,13.75,531688000,7310.71,"[11841377.0, 7675607.0, 11218513.0, 9301445.0]","[9363363.0, 5397511.0, 8097353.0, 7525083.0]","[-302638.0, -40115.0, 920077.0, -281794.0]","[-98970.0, -327099.0, 841640.0, -177794.0]",0.9597597636225271,0.9272068066649015,7666020.547975469,-263932.11816251534,-0.49640412829049246,"[0.0, 0.3, 0.8, 0.1]","[-0.49, -0.07, 1.73, -0.53]",0.981218321055647,0.08519499606932138,0.620%,45.29715707010534,1.7038999213864274
1456.TW,怡華,上市,建材營造業,20.25,93720000,1897.83,"[1067517.0, 716457.0, 2363236.0, 617250.0]","[591605.0, 395961.0, 2113184.0, 481753.0]","[25663.0, 68064.0, 454432.0, -75463.0]","[-3939.0, -34258.0, 333405.0, -101826.0]",0.9846428544036011,0.9892304565291903,1729126.2967051202,123311.58604407919,1.3157446227494578,"[0.0, 0.0, 1.5, 0.0]","[0.27, 0.73, 4.85, -0.81]",0.965503884266363,0.39128430039632367,1.932%,36.671164633143455,7.825686007926473
1457.TW,宜進,上市,紡織纖維,21.35,222399008,4748.2188208,"[4071473.0, 2707215.0, 4146179.0, 4335382.0]","[3836501.0, 1845085.0, 3086383.0, 3399012.0]","[230303.0, 644257.0, 200603.0, 1013957.0]","[282641.0, 682197.0, 211608.0, 1002567.0]",0.903106159876578,0.9981245140671176,3220630.0501513844,-7186.657405475991,-0.03231425117451959,"[1.0, 1.5, 1.0, 1.0]","[1.02, 2.89, 0.9, 4.55]",0.21166452714561704,0.0,0.000%,0.0,0.0
1459.TW,聯發,上市,紡織纖維,10.85,317484992,3444.7121632,"[3122224.0, 1783734.0, 2469456.0, 1957172.0]","[2421278.0, 1181381.0, 1884587.0, 1600585.0]","[-85010.0, -184312.0, 637968.0, -443367.0]","[-111733.0, -295050.0, 584544.0, -461714.0]",0.976535818739065,0.995937180783131,1197378.1975724958,136676.55218322514,0.430497679031156,"[0.0, 0.0, 0.2, 0.0]","[-0.27, -0.58, 2.01, -1.4]",0.9451906989537007,0.08175387632820932,0.753%,25.955628772030526,1.6350775265641864
1460.TW,宏遠,上市,紡織纖維,8.39,674465024,5658.76155136,"[8863627.0, 7343877.0, 10006733.0, 9807785.0]","[6416288.0, 4872322.0, 6912016.0, 7608489.0]","[-271959.0, -936987.0, 181871.0, 21844.0]","[-61179.0, -362558.0, 105983.0, -366874.0]",0.9494626741903076,0.5643683695810064,8114635.2333603455,-720302.6301334973,-1.0679614279501872,"[0.0, 0.0, 0.0, 0.0]","[-0.56, -1.94, 0.39, 0.03]",,0.0,0.000%,0.0,0.0
1463.TW,強盛,上市,紡織纖維,22.15,164392992,3641.3047727999997,"[553776.0, 441609.0, 456564.0, 495932.0]","[438369.0, 350471.0, 322339.0, 376846.0]","[114625.0, 53906.0, 80675.0, 68684.0]","[108607.0, 28556.0, 32292.0, 13883.0]",0.9358372047066496,0.9005870875006019,379599.78753856244,95902.6386188527,0.5833742512506415,"[0.6, 0.3, 0.4, 0.4]","[0.7, 0.33, 0.49, 0.42]",0.9834016324739269,0.5022468952773493,2.267%,82.56586983735413,10.044937905546986
1464.TW,得力,上市,紡織纖維,14.1,407640000,5747.724,"[10919724.0, 8594659.0, 10475685.0, 12277001.0]","[7673748.0, 6030413.0, 7484238.0, 9295536.0]","[558021.0, -207286.0, 182988.0, 367058.0]","[414351.0, -125525.0, 146536.0, 383969.0]",0.98887837682181,0.9795186240125984,10145189.023209939,18057.957714150885,0.04429878744517439,"[1.5, 0.3, 0.25, 0.4]","[1.61, -0.54, 0.48, 0.95]",0.7568320618021636,0.32340350579077526,2.294%,131.83220510055162,6.468070115815505
